State,Dataset,Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15
Nevada,Unemployment,48338,47883,47513,47224,46983,46767,46586,46472,46383,46290,46155,45987,45803,45636,45498,45411,45372,45315,45180,44955,44634,44210,43669,43038,42385,41804,41329,40992,40797,40719,40717,40764,40905,41213,41688,42244,42778,43155,43296,43170,42767,42143,41401,40578,39723,38883,38155,37692,37602,37958,38749,39884,41144,42197,42726,42632,42061,41329,40754,40513,40639,41026,41471,41917,42415,43136,44131,45317,46547,47679,48683,49623,50528,51410,52325,53103,53821,54805,56374,58714,61644,64680,67221,68768,69139,68516,67318,66015,64848,63709,62674,61764,61007,60438,60064,59858,59795,59824,59850,59882,59891,59801,59444,58734,57719,56556,55412,54397,53564,52878,52279,51699,51072,50431,49837,49384,49135,49068,49069,49077,49067,49071,49138,49311,49635,50103,50546,50717,50457,49810,49059,48517,48397,48779,49583,50573,51457,52047,52361,52553,52745,52979,53262,53600,54026,54575,55271,56168,57313,58700,60260,61876,63465,64998,66543,68239,70232,72589,75371,78544,82066,85959,90372,95546,101636,108565,115973,123345,130280,136515,141945,146639,150832,154608,157903,160722,163292,165983,169059,172530,176038,179142,181465,182897,183580,183941,184415,185143,185932,186460,186488,185955,183944,182854,181798,180965,180345,179829,179235,178305,176772,174496,171541,168211,164904,161979,159626,157767,156187,154551,152638,150518,148439,146521,144778,143131,141524,139883,138121,136261,134379,132489,130514,128359,126037,123803,121836,120171,118705,117309,115860,114215,112344,110408,108663,107218,106036,104903,103688,102392,101021,99685,98515,97624,96981,96429,95748,94845,93764,92633,91561,90559
Nevada,Employment,777656,780494,783777,787474,791521,795791,800028,804005,807659,810956,814044,817238,820797,824826,829278,834019,838856,843724,848628,853619,858711,863937,869228,874393,879248,883661,887632,891284,894733,898031,901195,904159,906776,908973,910863,912745,914939,917726,921213,925324,929909,934774,939691,944524,949217,953702,957911,961762,965214,968249,970886,973094,974953,976716,978816,981633,985301,989615,994158,998555,1002593,1006255,1009771,1013388,1017209,1021119,1024946,1028618,1032221,1035906,1039677,1043328,1046668,1049583,1051970,1054018,1055821,1057250,1058137,1058258,1057566,1056400,1055351,1055059,1055808,1057451,1059602,1061797,1063792,1065703,1067504,1069259,1071085,1073004,1074919,1076682,1078176,1079397,1080439,1081458,1082710,1084455,1086893,1090054,1093738,1097582,1101325,1104829,1108042,1111102,1114187,1117382,1120781,1124407,1128249,1132181,1136015,1139630,1143077,1146515,1150154,1154130,1158461,1163070,1167705,1172082,1176161,1180112,1184242,1188825,1193907,1199357,1205105,1210967,1216771,1222424,1227869,1233072,1238007,1242590,1246788,1250689,1254337,1257742,1260847,1263563,1265826,1267576,1268881,1269966,1271134,1272681,1274709,1277038,1279399,1281500,1283003,1283759,1283779,1283156,1281979,1280144,1277326,1273157,1267390,1260020,1251267,1241568,1231528,1221802,1212887,1205048,1198290,1192546,1187762,1183842,1180626,1177907,1175602,1173733,1172338,1171425,1171012,1171003,1171186,1171340,1171337,1171332,1171679,1172726,1174634,1177242,1180531,1183264,1185533,1187282,1188768,1190319,1192200,1194476,1197044,1199746,1202382,1204867,1207295,1209766,1212332,1215043,1217931,1221003,1224214,1227428,1230482,1233233,1235632,1237708,1239572,1241454,1243601,1246067,1248617,1251036,1253263,1255388,1257605,1260168,1263232,1266791,1270644,1274460,1278000,1281258,1284432,1287718,1291177,1294855,1298690,1302532,1306249,1309805,1313173,1316366,1319389,1322241,1325051,1327916,1330757,1333463,1335944,1338103,1339855,1341140
Nevada,Labor Force,825994,828377,831290,834698,838504,842558,846614,850477,854042,857246,860199,863225,866600,870462,874776,879430,884228,889039,893808,898574,903345,908147,912897,917431,921633,925465,928961,932276,935530,938750,941912,944923,947681,950186,952551,954989,957717,960881,964509,968494,972676,976917,981092,985102,988940,992585,996066,999454,1002816,1006207,1009635,1012978,1016097,1018913,1021542,1024265,1027362,1030944,1034912,1039068,1043232,1047281,1051242,1055305,1059624,1064255,1069077,1073935,1078768,1083585,1088360,1092951,1097196,1100993,1104295,1107121,1109642,1112055,1114511,1116972,1119210,1121080,1122572,1123827,1124947,1125967,1126920,1127812,1128640,1129412,1130178,1131023,1132092,1133442,1134983,1136540,1137971,1139221,1140289,1141340,1142601,1144256,1146337,1148788,1151457,1154138,1156737,1159226,1161606,1163980,1166466,1169081,1171853,1174838,1178086,1181565,1185150,1188698,1192146,1195592,1199221,1203201,1207599,1212381,1217340,1222185,1226707,1230829,1234699,1238635,1242966,1247874,1253502,1259746,1266354,1272997,1279326,1285119,1290368,1295143,1299533,1303668,1307599,1311342,1314873,1318138,1321097,1323744,1326194,1328666,1331394,1334557,1338174,1342036,1345942,1349739,1353235,1356348,1359150,1361700,1364045,1366103,1367698,1368703,1369026,1368585,1367240,1364913,1361808,1358317,1354832,1351687,1349122,1347154,1345665,1344564,1343918,1343890,1344661,1346263,1348376,1350567,1352477,1353900,1354766,1355281,1355752,1356475,1357611,1359186,1361122,1363197,1364475,1366118,1367331,1368247,1369113,1370148,1371435,1372781,1373816,1374242,1373923,1373078,1372199,1371745,1371958,1372810,1374118,1375554,1376852,1377946,1378921,1379754,1380410,1380839,1381096,1381337,1381722,1382328,1382996,1383525,1383777,1383747,1383642,1383971,1385068,1386962,1389349,1391769,1393860,1395473,1396776,1398126,1399840,1402073,1404726,1407435,1409937,1412197,1414194,1416051,1417904,1419865,1422032,1424345,1426505,1428308,1429708,1430736,1431416,1431699
New Hampshire,Unemployment,26198,26003,25853,25727,25597,25414,25124,24746,24355,24015,23787,23721,23836,24100,24420,24708,24908,24991,24924,24698,24342,23927,23533,23212,22983,22837,22724,22589,22368,22037,21624,21164,20681,20211,19763,19345,18988,18699,18468,18284,18163,18137,18218,18398,18647,18892,19055,19091,18985,18776,18524,18272,18044,17873,17800,17835,17958,18110,18229,18284,18281,18260,18278,18344,18427,18461,18409,18288,18147,18056,18105,18346,18776,19392,20181,21148,22269,23478,24687,25817,26850,27795,28658,29442,30153,30746,31161,31385,31470,31517,31600,31741,31861,31868,31744,31511,31222,30964,30816,30787,30827,30859,30806,30651,30444,30239,30014,29745,29412,28985,28464,27883,27298,26768,26344,26045,25854,25778,25802,25880,25954,25977,25933,25854,25808,25844,25965,26098,26143,25995,25612,25051,24440,23952,23727,23800,24114,24581,25121,25661,26147,26518,26754,26846,26796,26639,26418,26183,25976,25819,25718,25675,25695,25770,25893,26048,26228,26410,26600,26817,27064,27352,27743,28369,29387,30950,33162,35982,39212,42479,45323,47405,48608,49016,48845,48373,47855,47458,47172,46879,46427,45747,44894,43982,43146,42519,42141,41936,41747,41418,40885,40207,39518,38958,38672,38729,39086,39599,40082,40390,40486,40407,40209,39965,39771,39717,39852,40148,40544,40933,41225,41376,41364,41211,40979,40682,40290,39792,39194,38549,37935,37422,37043,36746,36450,36078,35598,35049,34494,33970,33502,33074,32615,32076,31463,30830,30221,29649,29104,28581,28091,27635,27177,26685,26169,25646,25121,24606,24127,23694,23311,23013
New Hampshire,Employment,602386,603168,603853,604395,604863,605376,606035,606867,607808,608714,609432,609893,610162,610388,610774,611398,612219,613147,614103,615046,615979,616882,617751,618659,619680,620878,622300,623934,625718,627527,629193,630617,631812,632924,634089,635375,636717,638044,639265,640332,641257,642132,643102,644263,645607,647041,648490,649890,651189,652377,653480,654540,655603,656650,657659,658622,659549,660459,661417,662464,663656,664969,666290,667504,668518,669332,670040,670799,671809,673137,674621,675984,676991,677437,677255,676538,675466,674266,673105,672065,671150,670398,669859,669541,669380,669363,669501,669789,670208,670711,671245,671758,672194,672508,672683,672748,672795,672928,673291,673946,674882,676060,677367,678617,679651,680444,681104,681821,682720,683842,685147,686524,687896,689154,690221,691163,692089,692985,693830,694669,695520,696401,697265,698107,698907,699646,700388,701118,701763,702320,702851,703365,703915,704541,705201,705833,706374,706801,707130,707422,707789,708279,708827,709335,709796,710220,710665,711164,711655,712078,712382,712601,712835,713162,713636,714229,714765,715098,715233,715263,715299,715370,715326,714978,714168,712828,710954,708680,706244,703836,701553,699467,697674,696233,695197,694516,694073,693816,693711,693730,693860,694130,694517,694891,695127,695167,695070,694937,694882,694941,695147,695463,695903,696168,696263,696192,696007,695825,695782,695987,696432,697011,697591,698045,698354,698537,698686,698947,699386,699998,700649,701180,701507,701645,701643,701664,701841,702154,702588,703054,703477,703829,704129,704413,704736,705131,705630,706162,706648,707132,707543,707826,708077,708355,708718,709231,709891,710647,711440,712215,712949,713623,714326,715119,715875,716502,716926,717137,717227,717274,717298,717316
New Hampshire,Labor Force,628584,629171,629706,630122,630460,630790,631159,631613,632163,632729,633219,633614,633998,634488,635194,636106,637127,638138,639027,639744,640321,640809,641284,641871,642663,643715,645024,646523,648086,649564,650817,651781,652493,653135,653852,654720,655705,656743,657733,658616,659420,660269,661320,662661,664254,665933,667545,668981,670174,671153,672004,672812,673647,674523,675459,676457,677507,678569,679646,680748,681937,683229,684568,685848,686945,687793,688449,689087,689956,691193,692726,694330,695767,696829,697436,697686,697735,697744,697792,697882,698000,698193,698517,698983,699533,700109,700662,701174,701678,702228,702845,703499,704055,704376,704427,704259,704017,703892,704107,704733,705709,706919,708173,709268,710095,710683,711118,711566,712132,712827,713611,714407,715194,715922,716565,717208,717943,718763,719632,720549,721474,722378,723198,723961,724715,725490,726353,727216,727906,728315,728463,728416,728355,728493,728928,729633,730488,731382,732251,733083,733936,734797,735581,736181,736592,736859,737083,737347,737631,737897,738100,738276,738530,738932,739529,740277,740993,741508,741833,742080,742363,742722,743069,743347,743555,743778,744116,744662,745456,746315,746876,746872,746282,745249,744042,742889,741928,741274,740883,740609,740287,739877,739411,738873,738273,737686,737211,736873,736629,736359,736032,735670,735421,735126,734935,734921,735093,735424,735864,736377,736918,737418,737800,738010,738125,738254,738538,739095,739930,740931,741874,742556,742871,742856,742622,742346,742131,741946,741782,741603,741412,741251,741172,741159,741186,741209,741228,741211,741142,741102,741045,740900,740692,740431,740181,740061,740112,740296,740544,740796,741040,741258,741503,741804,742044,742148,742047,741743,741354,740968,740609,740329
New Jersey,Unemployment,258609,258174,259912,263069,266254,268164,268352,267271,265668,264603,264594,265542,266672,267077,265985,263202,259324,255538,252955,252292,253321,254952,255337,252982,247871,241141,234081,228333,224640,222417,220537,218300,215535,213062,211558,211037,210751,209679,207142,202878,197547,192403,188438,185731,184096,183078,182785,183796,186436,190947,196760,202590,206776,207923,205561,199858,192017,183519,175426,168483,162826,158051,154396,152403,152101,153513,156100,159032,161294,161920,161018,159216,157641,157194,158234,160915,165475,171821,179731,189172,199711,210834,221770,231687,240020,246394,250653,252532,252539,251531,250645,250713,251996,254027,255820,256639,256613,256527,257061,258471,260361,261624,261006,258183,253422,247616,241900,236820,232333,228180,224236,220186,215933,211616,207346,202822,198154,194269,191506,189941,189229,188630,187548,186206,185206,185737,189153,195216,202547,208928,213246,215565,216187,215902,215663,216010,216401,216128,214310,211038,206832,201843,196758,192129,188684,186884,186375,186686,187546,188658,189857,191598,194070,197402,200898,203992,206767,209387,212575,217082,223185,230559,238832,248126,259558,274581,293797,316434,340556,364076,384765,401322,414134,424056,431990,438150,442337,444596,445378,445121,443703,441076,437772,434286,430845,428175,426948,427124,428228,429468,429963,429531,429728,428627,427455,426584,426428,426738,427015,426857,425985,424214,422131,420520,420102,421434,424516,428114,430397,430691,429325,427254,425246,422875,419335,413774,406610,398562,390606,383661,378257,373370,367311,359212,349417,339771,331518,324991,319678,314916,310586,306536,302804,299850,298194,297564,297190,296306,294633,292513,289598,285487,279635,272189,263842,255397,247546,240595,234404,228746,223726,220049
New Jersey,Employment,3842633,3847118,3849992,3851471,3852624,3854537,3857611,3861237,3864608,3867413,3869863,3872787,3877656,3885569,3896974,3911409,3927612,3944183,3960048,3974293,3985955,3994772,4001754,4008503,4015652,4023233,4030979,4038133,4043522,4046726,4048212,4048702,4048830,4048646,4047789,4046471,4045134,4044193,4043612,4043772,4044912,4046682,4048717,4051475,4055461,4060830,4066891,4072519,4076941,4080155,4082810,4085364,4088019,4091141,4094535,4098158,4102299,4107406,4114055,4121649,4128988,4134455,4136920,4136117,4132553,4126953,4121056,4116597,4114168,4113609,4113852,4113810,4112837,4110986,4108601,4105973,4104131,4103677,4104360,4104941,4105149,4105093,4104599,4103831,4102883,4101431,4099267,4097424,4096381,4096200,4096402,4096464,4095740,4093485,4090436,4087690,4086026,4085841,4086583,4086830,4085967,4085123,4085603,4088155,4092931,4099676,4107367,4114629,4120551,4125022,4128642,4131941,4134960,4137607,4139968,4142209,4144297,4146071,4147960,4150892,4155622,4162419,4171356,4182037,4193460,4203587,4210348,4213173,4212930,4211587,4210793,4211240,4213289,4216427,4219805,4222664,4225173,4227757,4231721,4237369,4243802,4249923,4254129,4255274,4253154,4248866,4244053,4240418,4238897,4239683,4242234,4245963,4250777,4256224,4261902,4267204,4270844,4272222,4271365,4268916,4265908,4263081,4260180,4256130,4249241,4238357,4223499,4206267,4189092,4174157,4162715,4154261,4146539,4137925,4127836,4117124,4107661,4100760,4097701,4098852,4103590,4110145,4116666,4121763,4124633,4124795,4122669,4119776,4117547,4117356,4119426,4122888,4125428,4128494,4130275,4131084,4132221,4134994,4139852,4145940,4152095,4157485,4161255,4163064,4163413,4162851,4161238,4158928,4157389,4157655,4160007,4163938,4168382,4172148,4174596,4175627,4175123,4173684,4172380,4171655,4170478,4168457,4165902,4163165,4160934,4159965,4161217,4165279,4171925,4180358,4189502,4198524,4207327,4215889,4223766,4231136,4237968,4244057,4249118,4253302,4257138,4261074,4265464,4270293,4275542,4281490,4288980,4298219,4308989,4320440,4331308,4340882
New Jersey,Labor Force,4101242,4105292,4109904,4114540,4118878,4122701,4125963,4128508,4130276,4132016,4134457,4138329,4144328,4152646,4162959,4174611,4186936,4199721,4213003,4226585,4239276,4249724,4257091,4261485,4263523,4264374,4265060,4266466,4268162,4269143,4268749,4267002,4264365,4261708,4259347,4257508,4255885,4253872,4250754,4246650,4242459,4239085,4237155,4237206,4239557,4243908,4249676,4256315,4263377,4271102,4279570,4287954,4294795,4299064,4300096,4298016,4294316,4290925,4289481,4290132,4291814,4292506,4291316,4288520,4284654,4280466,4277156,4275629,4275462,4275529,4274870,4273026,4270478,4268180,4266835,4266888,4269606,4275498,4284091,4294113,4304860,4315927,4326369,4335518,4342903,4347825,4349920,4349956,4348920,4347731,4347047,4347177,4347736,4347512,4346256,4344329,4342639,4342368,4343644,4345301,4346328,4346747,4346609,4346338,4346353,4347292,4349267,4351449,4352884,4353202,4352878,4352127,4350893,4349223,4347314,4345031,4342451,4340340,4339466,4340833,4344851,4351049,4358904,4368243,4378666,4389324,4399501,4408389,4415477,4420515,4424039,4426805,4429476,4432329,4435468,4438674,4441574,4443885,4446031,4448407,4450634,4451766,4450887,4447403,4441838,4435750,4430428,4427104,4426443,4428341,4432091,4437561,4444847,4453626,4462800,4471196,4477611,4481609,4483940,4485998,4489093,4493640,4499012,4504256,4508799,4512938,4517296,4522701,4529648,4538233,4547480,4555583,4560673,4561981,4559826,4555274,4549998,4545356,4543079,4543973,4547293,4551221,4554438,4556049,4555478,4552970,4549617,4546900,4545775,4546824,4549389,4552419,4555156,4557121,4557730,4557668,4558649,4561732,4566867,4572797,4578080,4581699,4583386,4583584,4583515,4584285,4585754,4587042,4587786,4588346,4589332,4591192,4593628,4595023,4593931,4589401,4581733,4572246,4562986,4555316,4548735,4541827,4533213,4522377,4510351,4499736,4492735,4490270,4491603,4495274,4500088,4505060,4510131,4515739,4521960,4528700,4535158,4540363,4543751,4545815,4546736,4546561,4545099,4542482,4539384,4536887,4536526,4538814,4543393,4549186,4555034,4560931
New Mexico,Unemployment,50280,50228,50334,50587,50977,51501,52169,52995,53988,55066,56117,57043,57780,58332,58748,59057,59269,59398,59408,59239,58862,58318,57668,56934,56131,55283,54376,53459,52558,51666,50839,50194,49783,49655,49781,50079,50472,50839,51096,51238,51274,51229,51086,50806,50414,49976,49550,49183,48881,48621,48358,48027,47582,47002,46348,45671,45001,44335,43667,43026,42435,41884,41450,41164,41061,41152,41348,41547,41706,41790,41811,41786,41724,41677,41604,41463,41308,41240,41389,41814,42493,43352,44305,45275,46219,47117,47944,48642,49101,49276,49208,49046,48941,48971,49177,49501,49882,50312,50809,51393,52038,52656,53130,53395,53406,53224,52928,52563,52142,51607,50966,50292,49654,49101,48664,48377,48273,48370,48606,48897,49129,49175,48940,48408,47698,46955,46303,45672,44912,43868,42497,40941,39474,38353,37758,37700,38022,38480,38806,38844,38575,38013,37271,36476,35728,35142,34739,34468,34306,34263,34419,34820,35400,36074,36708,37183,37443,37534,37594,37838,38418,39405,40761,42513,44773,47655,51238,55481,60161,64882,69142,72491,74675,75729,75931,75602,75060,74604,74429,74625,75146,75846,76587,77226,77631,77716,77414,76760,75838,74679,73347,71925,70576,69334,68379,67861,67872,68344,69102,69938,70589,70908,70783,70172,69171,67995,66863,65904,65198,64758,64550,64498,64569,64657,64644,64470,64101,63554,62926,62381,62079,62068,62300,62639,62966,63221,63388,63439,63394,63308,63208,63072,62823,62425,61878,61188,60418,59697,59195,59049,59266,59727,60231,60587,60673,60514,60231,60015,59936,59947,60001,60094
New Mexico,Employment,744193,745270,745743,745871,745980,746312,746891,747559,748134,748483,748638,748761,749001,749489,750281,751244,752258,753285,754381,755584,756853,758065,759133,760061,760958,762055,763581,765590,767957,770415,772749,774821,776604,778109,779394,780522,781519,782410,783156,783759,784188,784386,784385,784319,784348,784524,784841,785235,785662,786066,786477,786992,787711,788696,789857,791061,792214,793320,794454,795693,797040,798425,799771,801011,802155,803284,804545,806006,807593,809209,810718,812037,813190,814204,815057,815743,816267,816628,816809,816869,816956,817211,817715,818511,819548,820746,822032,823387,824765,826113,827365,828482,829448,830286,831042,831744,832405,833058,833753,834497,835325,836305,837416,838585,839767,840951,842164,843436,844747,846086,847449,848757,850010,851262,852644,854257,856083,857929,859660,861244,862711,864138,865623,867281,869078,870842,872456,873911,875343,876953,878796,880769,882857,884956,886837,888372,889529,890366,891030,891647,892255,892980,893878,894880,895846,896685,897418,898034,898535,899007,899523,900145,900913,901766,902630,903476,904170,904596,904717,904622,904495,904430,904337,903947,902878,900722,897259,892610,887196,881622,876513,872281,868994,866485,864449,862618,860871,859242,857918,857094,856896,857330,858207,859133,859710,859657,858938,857748,856431,855375,854875,854980,857065,857727,858307,858809,859237,859485,859495,859217,858698,858150,857793,857716,857971,858462,858979,859305,859491,859851,860571,861644,862875,863851,864274,864165,863598,862682,861671,860735,859805,858782,857729,856855,856320,856149,856188,856246,856223,856161,856126,856191,856518,857190,858099,859095,860037,860891,861618,862106,862224,861930,861257,860386,859455,858526,857699,856975,856297,855646,855079,854625
